site;date;day;month;year;number;unique.number;sex;spawning;time.h;time.end.h;time;time.end;sunrise;start.time.to.sunrise;sst
Pointe_Venus;11/01/2023;11;1;2023;3;Pointe_Venus3;FEMALE;YES;7.33;NA;7.55;NA;5.5333333;2.0166667;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;4;Pointe_Venus4;FEMALE;YES;7.33;NA;7.55;NA;5.5333333;2.0166667;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;5;Pointe_Venus5;MALE;YES;7.25;8.07;7.416666667;8.116666667;5.5333333;1.883333367;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;6;Pointe_Venus6;MALE;YES;7.25;8.07;7.416666667;8.116666667;5.5333333;1.883333367;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;7;Pointe_Venus7;FEMALE;YES;7.44;8.1;7.733333333;8.166666667;5.5333333;2.200000033;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;8;Pointe_Venus8;FEMALE;YES;7.35;8.08;7.583333333;8.133333333;5.5333333;2.050000033;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;9;Pointe_Venus9;FEMALE;YES;7.52;8.08;7.866666667;8.133333333;5.5333333;2.333333367;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;10;Pointe_Venus10;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;11;Pointe_Venus11;MALE;YES;7.07;8;7.116666667;8;5.5333333;1.583333367;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;12;Pointe_Venus12;MALE;YES;7.07;8;7.116666667;8;5.5333333;1.583333367;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;13;Pointe_Venus13;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;14;Pointe_Venus14;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;15;Pointe_Venus15;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;16;Pointe_Venus16;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;17;Pointe_Venus17;;NO;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;18;Pointe_Venus18;MALE;YES;7.15;8;7.25;8;5.5333333;1.7166667;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;19;Pointe_Venus19;MALE;YES;7.15;8;7.25;8;5.5333333;1.7166667;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;20;Pointe_Venus20;MALE;YES;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;21;Pointe_Venus21;MALE;YES;7.11;8;7.183333333;8;5.5333333;1.650000033;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;22;Pointe_Venus22;;LOST;NA;NA;NA;NA;5.5333333;NA;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;23;Pointe_Venus23;MALE;YES;7.08;8;7.133333333;8;5.5333333;1.600000033;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;24;Pointe_Venus24;MALE;YES;7.11;8;7.183333333;8;5.5333333;1.650000033;28.3199932634831
Vairao;11/01/2023;11;1;2023;1;Vairao1;MALE;YES;7.02;NA;7.033333333;NA;5.5166667;1.516666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;2;Vairao2;FEMALE;YES;7.14;NA;7.233333333;NA;5.5166667;1.716666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;3;Vairao3;FEMALE;YES;7.3;NA;7.5;NA;5.5166667;1.9833333;28.1499932672829
Vairao;11/01/2023;11;1;2023;4;Vairao4;FEMALE;YES;7.1;NA;7.166666667;NA;5.5166667;1.649999967;28.1499932672829
Vairao;11/01/2023;11;1;2023;5;Vairao5;FEMALE;YES;7.3;NA;7.5;NA;5.5166667;1.9833333;28.1499932672829
Vairao;11/01/2023;11;1;2023;6;Vairao6;MALE;YES;6.56;NA;6.933333333;NA;5.5166667;1.416666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;7;Vairao7;MALE;YES;7.01;NA;7.016666667;NA;5.5166667;1.499999967;28.1499932672829
Vairao;11/01/2023;11;1;2023;8;Vairao8;MALE;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;9;Vairao9;MALE;YES;6.56;NA;6.933333333;NA;5.5166667;1.416666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;10;Vairao10;;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;11;Vairao11;FEMALE;YES;7.17;NA;7.283333333;NA;5.5166667;1.766666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;12;Vairao12;MALE;YES;7.06;NA;7.1;NA;5.5166667;1.5833333;28.1499932672829
Vairao;11/01/2023;11;1;2023;13;Vairao13;FEMALE;YES;7.16;NA;7.266666667;NA;5.5166667;1.749999967;28.1499932672829
Vairao;11/01/2023;11;1;2023;14;Vairao14;;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;15;Vairao15;;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;16;Vairao16;FEMALE;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;17;Vairao17;MALE;YES;7.05;NA;7.083333333;NA;5.5166667;1.566666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;18;Vairao18;FEMALE;YES;7.21;NA;7.35;NA;5.5166667;1.8333333;28.1499932672829
Vairao;11/01/2023;11;1;2023;19;Vairao19;FEMALE;YES;7.19;NA;7.316666667;NA;5.5166667;1.799999967;28.1499932672829
Vairao;11/01/2023;11;1;2023;20;Vairao20;MALE;YES;7.08;NA;7.133333333;NA;5.5166667;1.616666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;21;Vairao21;FEMALE;YES;8;NA;8;NA;5.5166667;2.4833333;28.1499932672829
Vairao;11/01/2023;11;1;2023;22;Vairao22;FEMALE;YES;7.15;NA;7.25;NA;5.5166667;1.7333333;28.1499932672829
Vairao;11/01/2023;11;1;2023;23;Vairao23;FEMALE;YES;7.14;NA;7.233333333;NA;5.5166667;1.716666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;24;Vairao24;FEMALE;YES;7.59;NA;7.983333333;NA;5.5166667;2.466666633;28.1499932672829
Vairao;11/01/2023;11;1;2023;25;Vairao25;MALE;YES;7.1;NA;7.166666667;NA;5.5166667;1.649999967;28.1499932672829
Vairao;11/01/2023;11;1;2023;26;Vairao26;MALE;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;11/01/2023;11;1;2023;27;Vairao27;FEMALE;YES;8;NA;8;NA;5.5166667;2.4833333;28.1499932672829
Vairao;11/01/2023;11;1;2023;28;Vairao28;MALE;YES;7.15;NA;7.25;NA;5.5166667;1.7333333;28.1499932672829
Vairao;11/01/2023;11;1;2023;29;Vairao29;FEMALE;YES;7.09;NA;7.15;NA;5.5166667;1.6333333;28.1499932672829
Vairao;11/01/2023;11;1;2023;30;Vairao30;;NO;NA;NA;NA;NA;5.5166667;NA;28.1499932672829
Vairao;12/01/2023;12;1;2023;1;Vairao1;MALE;YES;7.15;NA;7.25;NA;5.5333333;1.7166667;28.2399932652712
Vairao;12/01/2023;12;1;2023;2;Vairao2;FEMALE;YES;7.47;NA;7.783333333;NA;5.5333333;2.250000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;3;Vairao3;FEMALE;YES;7.25;NA;7.416666667;NA;5.5333333;1.883333367;28.2399932652712
Vairao;12/01/2023;12;1;2023;4;Vairao4;FEMALE;YES;7.45;NA;7.75;NA;5.5333333;2.2166667;28.2399932652712
Vairao;12/01/2023;12;1;2023;5;Vairao5;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;6;Vairao6;MALE;YES;7.14;NA;7.233333333;NA;5.5333333;1.700000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;7;Vairao7;MALE;YES;7.03;NA;7.05;NA;5.5333333;1.5166667;28.2399932652712
Vairao;12/01/2023;12;1;2023;8;Vairao8;MALE;YES;7.42;NA;7.7;NA;5.5333333;2.1666667;28.2399932652712
Vairao;12/01/2023;12;1;2023;9;Vairao9;MALE;YES;7.12;NA;7.2;NA;5.5333333;1.6666667;28.2399932652712
Vairao;12/01/2023;12;1;2023;10;Vairao10;FEMALE;YES;7.33;NA;7.55;NA;5.5333333;2.0166667;28.2399932652712
Vairao;12/01/2023;12;1;2023;11;Vairao11;FEMALE;YES;7.28;NA;7.466666667;NA;5.5333333;1.933333367;28.2399932652712
Vairao;12/01/2023;12;1;2023;12;Vairao12;MALE;YES;7.24;NA;7.4;NA;5.5333333;1.8666667;28.2399932652712
Vairao;12/01/2023;12;1;2023;13;Vairao13;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;14;Vairao14;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;15;Vairao15;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;16;Vairao16;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;17;Vairao17;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;18;Vairao18;FEMALE;YES;7.48;NA;7.8;NA;5.5333333;2.2666667;28.2399932652712
Vairao;12/01/2023;12;1;2023;19;Vairao19;MALE;YES;7.5;NA;7.833333333;NA;5.5333333;2.300000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;20;Vairao20;MALE;YES;7.2;NA;7.333333333;NA;5.5333333;1.800000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;21;Vairao21;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;22;Vairao22;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;23;Vairao23;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;24;Vairao24;FEMALE;YES;7.23;NA;7.383333333;NA;5.5333333;1.850000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;25;Vairao25;MALE;YES;7.32;NA;7.533333333;NA;5.5333333;2.000000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;26;Vairao26;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;27;Vairao27;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
Vairao;12/01/2023;12;1;2023;28;Vairao28;MALE;YES;7.3;NA;7.5;NA;5.5333333;1.9666667;28.2399932652712
Vairao;12/01/2023;12;1;2023;29;Vairao29;FEMALE;YES;7.35;NA;7.583333333;NA;5.5333333;2.050000033;28.2399932652712
Vairao;12/01/2023;12;1;2023;30;Vairao30;;NO;NA;NA;NA;NA;5.5333333;NA;28.2399932652712
AME BORA BORA;12/01/2023;12;1;2023;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;2;AME BORA BORA2;MALE;YES;7.5;8.16;7.83333333333333;8.26666666666667;5.7333333;2.10000003333333;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;3;AME BORA BORA3;MALE;YES;7.55;8.55;7.91666666666667;8.91666666666667;5.7333333;2.18333336666667;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;4;AME BORA BORA4;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;5;AME BORA BORA5;FEMALE;YES;7.21;7.5;7.35;7.83333333333333;5.7333333;1.6166667;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;6;AME BORA BORA6;UNKNOWN;LOST;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;7;AME BORA BORA7;MALE;YES;7.34;7.59;7.56666666666667;7.98333333333333;5.7333333;1.83333336666667;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;8;AME BORA BORA8;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;9;AME BORA BORA9;MALE;YES;7.5;8.08;7.83333333333333;8.13333333333333;5.7333333;2.10000003333333;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;10;AME BORA BORA10;MALE;YES;7.38;8.06;7.63333333333333;8.1;5.7333333;1.90000003333333;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;11;AME BORA BORA11;UNKNOWN;LOST;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;12;AME BORA BORA12;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;13;AME BORA BORA13;FEMALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;15;AME BORA BORA15;MALE;YES;7.23;7.55;7.38333333333333;7.91666666666667;5.7333333;1.65000003333333;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;17;AME BORA BORA17;MALE;YES;7.11;7.45;7.18333333333333;7.75;5.7333333;1.45000003333333;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;19;AME BORA BORA19;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;20;AME BORA BORA20;FEMALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;21;AME BORA BORA21;MALE;YES;7.25;8;7.41666666666667;8;5.7333333;1.68333336666667;28.5299932587892
AME BORA BORA;12/01/2023;12;1;2023;22;AME BORA BORA22;MALE;NO;NA;NA;NA;NA;5.7333333;NA;28.5299932587892
AME BORA BORA;12/12/2022;12;12;2022;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;2;AME BORA BORA2;MALE;YES;8.36;8.1;8.6;8.16666666666667;5.45;3.15;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;3;AME BORA BORA3;MALE;YES;7.51;8.16;7.85;8.26666666666667;5.45;2.4;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;4;AME BORA BORA4;MALE;YES;7.56;8.14;7.93333333333333;8.23333333333333;5.45;2.48333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;5;AME BORA BORA5;FEMALE;YES;7.45;8.06;7.75;8.1;5.45;2.3;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;6;AME BORA BORA6;UNKNOWN;LOST;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;7;AME BORA BORA7;MALE;YES;7.26;8.16;7.43333333333333;8.26666666666667;5.45;1.98333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;8;AME BORA BORA8;MALE;YES;7.12;8.17;7.2;8.28333333333333;5.45;1.75;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;9;AME BORA BORA9;MALE;YES;7.2;7.55;7.03333333333333;7.91666666666667;5.45;1.58333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;10;AME BORA BORA10;MALE;YES;7.35;8.05;7.58333333333333;8.08333333333333;5.45;2.13333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;11;AME BORA BORA11;UNKNOWN;LOST;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;12;AME BORA BORA12;MALE;LOST;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;13;AME BORA BORA13;FEMALE;NO;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;14;AME BORA BORA14;UNKNOWN;YES;7.3;8;7.5;8;5.45;2.05;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;15;AME BORA BORA15;MALE;YES;7.08;8;7.13333333333333;8;5.45;1.68333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;17;AME BORA BORA17;MALE;NO;NA;NA;NA;NA;5.45;NA;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;18;AME BORA BORA18;UNKNOWN;YES;7.35;8;7.58333333333333;8;5.45;2.13333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;19;AME BORA BORA19;MALE;YES;7.35;8.05;7.58333333333333;8.08333333333333;5.45;2.13333333333333;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;20;AME BORA BORA20;FEMALE;YES;7.06;7.45;7.1;7.75;5.45;1.65;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;21;AME BORA BORA21;MALE;YES;7.39;8.1;7.65;8.16666666666667;5.45;2.2;28.0599932692945
AME BORA BORA;12/12/2022;12;12;2022;22;AME BORA BORA22;MALE;YES;7.19;8;7.31666666666667;8;5.45;1.86666666666667;28.0599932692945
AME BORA BORA;10/02/2023;10;2;2023;1;AME BORA BORA1;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;2;AME BORA BORA2;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;3;AME BORA BORA3;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;4;AME BORA BORA4;MALE;YES;8.07;8.28;8.11666666666667;8.46666666666667;6;2.11666666666667;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;5;AME BORA BORA5;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;6;AME BORA BORA6;;LOST;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;7;AME BORA BORA7;MALE;YES;8.05;8.3;8.08333333333333;8.5;6;2.08333333333333;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;8;AME BORA BORA8;MALE;YES;8.05;8.27;8.08333333333333;8.45;6;2.08333333333333;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;9;AME BORA BORA9;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;10;AME BORA BORA10;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;11;AME BORA BORA11;;LOST;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;12;AME BORA BORA12;;LOST;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;13;AME BORA BORA13;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;14;AME BORA BORA14;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;15;AME BORA BORA15;MALE;YES;7.48;8.18;7.8;8.3;6;1.8;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;16;AME BORA BORA16;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;17;AME BORA BORA17;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;18;AME BORA BORA18;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;19;AME BORA BORA19;;NO;NA;NA;NA;NA;6;NA;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;20;AME BORA BORA20;FEMALE;YES;8.06;8.35;8.1;8.58333333333333;6;2.1;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;21;AME BORA BORA21;MALE;YES;7.48;8.24;7.8;8.4;6;1.8;28.5099932592362
AME BORA BORA;10/02/2023;10;2;2023;22;AME BORA BORA22;MALE;YES;7.42;8.2;7.7;8.33333333333333;6;1.7;28.5099932592362
Vairao;10/02/2023;10;2;2023;1;Vairao1;MALE;YES;7.15;NA;7.25;NA;5.8;1.45;28.4899932596833
Vairao;10/02/2023;10;2;2023;2;Vairao2;FEMALE;YES;7.45;NA;7.75;NA;5.8;1.95;28.4899932596833
Vairao;10/02/2023;10;2;2023;3;Vairao3;FEMALE;YES;7.25;NA;7.41666666666667;NA;5.8;1.61666666666667;28.4899932596833
Vairao;10/02/2023;10;2;2023;4;Vairao4;FEMALE;YES;7.45;NA;7.75;NA;5.8;1.95;28.4899932596833
Vairao;10/02/2023;10;2;2023;5;Vairao5;;NO;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;6;Vairao6;MALE;YES;7.14;NA;7.23333333333333;NA;5.8;1.43333333333333;28.4899932596833
Vairao;10/02/2023;10;2;2023;7;Vairao7;MALE;NO;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;8;Vairao8;MALE;YES;7.42;NA;7.7;NA;5.8;1.9;28.4899932596833
Vairao;10/02/2023;10;2;2023;9;Vairao9;MALE;YES;7.15;NA;7.25;NA;5.8;1.45;28.4899932596833
Vairao;10/02/2023;10;2;2023;10;Vairao10;FEMALE;YES;7.33;NA;7.55;NA;5.8;1.75;28.4899932596833
Vairao;10/02/2023;10;2;2023;11;Vairao11;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;12;Vairao12;MALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;13;Vairao13;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;14;Vairao14;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;15;Vairao15;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;16;Vairao16;;;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;17;Vairao17;MALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;18;Vairao18;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;19;Vairao19;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;20;Vairao20;MALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;21;Vairao21;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;22;Vairao22;;NO;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;23;Vairao23;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;24;Vairao24;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;25;Vairao25;MALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;26;Vairao26;MALE;YES;7.2;NA;7.33333333333333;NA;5.8;1.53333333333333;28.4899932596833
Vairao;10/02/2023;10;2;2023;27;Vairao27;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;28;Vairao28;MALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;29;Vairao29;FEMALE;YES;NA;NA;NA;NA;5.8;NA;28.4899932596833
Vairao;10/02/2023;10;2;2023;30;Vairao30;;;NA;NA;NA;NA;5.8;NA;28.4899932596833
AME BORA BORA;12/03/2023;12;3;2023;1;AME BORA BORA1;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;2;AME BORA BORA2;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;3;AME BORA BORA3;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;4;AME BORA BORA4;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;5;AME BORA BORA5;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;6;AME BORA BORA6;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;7;AME BORA BORA7;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;8;AME BORA BORA8;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;9;AME BORA BORA9;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;10;AME BORA BORA10;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;11;AME BORA BORA11;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;12;AME BORA BORA12;MALE;YES;7.4;8.16;7.66666666666667;8.26666666666667;6.15;1.51666666666667;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;13;AME BORA BORA13;MALE;YES;7.4;8;7.66666666666667;8;6.15;1.51666666666667;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;14;AME BORA BORA14;FEMALE;YES;7.5;8;7.83333333333333;8;6.15;1.68333333333333;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;15;AME BORA BORA15;MALE;YES;7.47;8.16;7.78333333333333;8.26666666666667;6.15;1.63333333333333;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;16;AME BORA BORA16;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;17;AME BORA BORA17;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;18;AME BORA BORA18;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;19;AME BORA BORA19;;YES;8;8.35;8;8.58333333333333;6.15;1.85;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;20;AME BORA BORA20;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
